-183.580, 77.686, 1.845,  1.765
-183.574, 77.625, 1.847,  1.798
-183.568, 77.564, 1.848,  1.831
-183.562, 77.503, 1.850,  1.864
-183.556, 77.441, 1.852,  1.897
-183.550, 77.380, 1.855,  1.930
-183.544, 77.318, 1.858,  1.963
-183.538, 77.256, 1.862,  1.996
-183.531, 77.195, 1.866,  2.029
-183.525, 77.133, 1.870,  2.062
-183.519, 77.070, 1.875,  2.095
-183.513, 77.008, 1.881,  2.128
-183.507, 76.946, 1.886,  2.161
-183.500, 76.883, 1.892,  2.194
-183.494, 76.820, 1.897,  2.227
-183.488, 76.757, 1.903,  2.260
-183.481, 76.694, 1.908,  2.293
-183.475, 76.630, 1.914,  2.326
-183.469, 76.567, 1.920,  2.359
-183.462, 76.503, 1.925,  2.392
-183.456, 76.439, 1.930,  2.425
-183.449, 76.375, 1.936,  2.458
-183.443, 76.310, 1.941,  2.491
-183.437, 76.246, 1.946,  2.524
-183.430, 76.181, 1.952,  2.557
-183.424, 76.116, 1.957,  2.590
-183.417, 76.051, 1.962,  2.623
-183.411, 75.986, 1.967,  2.656
-183.404, 75.920, 1.973,  2.689
-183.398, 75.855, 1.978,  2.722
-183.391, 75.789, 1.984,  2.755
-183.385, 75.723, 1.990,  2.788
-183.378, 75.657, 1.995,  2.821
-183.372, 75.591, 2.001,  2.854
-183.365, 75.524, 2.007,  2.887
-183.359, 75.457, 2.013,  2.920
-183.352, 75.390, 2.019,  2.953
-183.346, 75.323, 2.025,  2.986
-183.339, 75.256, 2.031,  3.019
-183.333, 75.188, 2.037,  3.052
-183.326, 75.121, 2.043,  3.085
-183.320, 75.053, 2.049,  3.118
-183.314, 74.985, 2.056,  3.151
-183.307, 74.916, 2.062,  3.184
-183.301, 74.848, 2.068,  3.217
-183.294, 74.779, 2.075,  3.250
-183.288, 74.710, 2.081,  3.283
-183.281, 74.641, 2.087,  3.316
-183.275, 74.571, 2.094,  3.349
-183.268, 74.501, 2.100,  3.382
-183.262, 74.432, 2.107,  3.415
-183.255, 74.361, 2.114,  3.448
-183.249, 74.291, 2.120,  3.481
-183.242, 74.221, 2.127,  3.514
-183.236, 74.150, 2.133,  3.547
-183.230, 74.079, 2.140,  3.580
-183.223, 74.008, 2.147,  3.613
-183.217, 73.936, 2.153,  3.646
-183.210, 73.865, 2.160,  3.679
-183.204, 73.793, 2.167,  3.712
-183.198, 73.720, 2.174,  3.745
-183.191, 73.648, 2.181,  3.778
-183.185, 73.576, 2.188,  3.811
-183.179, 73.503, 2.194,  3.844
-183.172, 73.430, 2.201,  3.877
-183.166, 73.356, 2.208,  3.910
-183.160, 73.283, 2.215,  3.943
-183.153, 73.209, 2.223,  3.976
-183.147, 73.135, 2.230,  4.009
-183.141, 73.061, 2.237,  4.042
-183.134, 72.986, 2.244,  4.075
-183.128, 72.912, 2.251,  4.108
-183.122, 72.837, 2.258,  4.141
-183.116, 72.761, 2.266,  4.174
-183.110, 72.686, 2.273,  4.207
-183.103, 72.610, 2.280,  4.240
-183.097, 72.534, 2.288,  4.273
-183.091, 72.458, 2.295,  4.306
-183.085, 72.382, 2.302,  4.339
-183.079, 72.305, 2.310,  4.372
-183.073, 72.228, 2.317,  4.405
-183.067, 72.151, 2.325,  4.438
-183.061, 72.073, 2.332,  4.471
-183.054, 71.996, 2.340,  4.504
-183.048, 71.918, 2.347,  4.537
-183.042, 71.840, 2.355,  4.570
-183.036, 71.761, 2.362,  4.603
-183.030, 71.682, 2.370,  4.636
-183.024, 71.603, 2.378,  4.669
-183.019, 71.524, 2.385,  4.702
-183.013, 71.445, 2.393,  4.735
-183.007, 71.365, 2.401,  4.768
-183.001, 71.285, 2.409,  4.801
-182.995, 71.205, 2.417,  4.834
-182.989, 71.124, 2.425,  4.867
-182.983, 71.043, 2.433,  4.900
-182.977, 70.962, 2.441,  4.933
-182.972, 70.881, 2.449,  4.966
-182.966, 70.799, 2.457,  4.999
-182.960, 70.717, 2.465,  5.032
-182.954, 70.635, 2.473,  5.065
-182.949, 70.553, 2.481,  5.098
-182.943, 70.470, 2.489,  5.131
-182.937, 70.387, 2.497,  5.164
-182.932, 70.304, 2.505,  5.197
-182.926, 70.220, 2.513,  5.230
-182.920, 70.136, 2.522,  5.263
-182.915, 70.052, 2.530,  5.296
-182.909, 69.968, 2.538,  5.329
-182.904, 69.883, 2.547,  5.362
-182.898, 69.798, 2.555,  5.395
-182.893, 69.713, 2.563,  5.428
-182.887, 69.628, 2.572,  5.461
-182.882, 69.542, 2.580,  5.494
-182.876, 69.456, 2.589,  5.527
-182.871, 69.370, 2.597,  5.560
-182.866, 69.283, 2.606,  5.593
-182.860, 69.196, 2.614,  5.626
-182.855, 69.109, 2.623,  5.659
-182.850, 69.021, 2.631,  5.692
-182.844, 68.934, 2.640,  5.725
-182.839, 68.846, 2.649,  5.758
-182.834, 68.757, 2.657,  5.791
-182.829, 68.669, 2.666,  5.824
-182.823, 68.580, 2.675,  5.857
-182.818, 68.490, 2.684,  5.890
-182.813, 68.401, 2.692,  5.923
-182.808, 68.311, 2.701,  5.956
-182.803, 68.221, 2.710,  5.989
-182.798, 68.130, 2.719,  6.022
-182.793, 68.040, 2.728,  6.055
-182.787, 67.949, 2.737,  6.088
-182.782, 67.857, 2.746,  6.121
-182.777, 67.766, 2.755,  6.154
-182.772, 67.674, 2.765,  6.187
-182.768, 67.582, 2.774,  6.220
-182.763, 67.489, 2.783,  6.253
-182.758, 67.396, 2.792,  6.286
-182.753, 67.303, 2.802,  6.319
-182.748, 67.209, 2.811,  6.352
-182.743, 67.116, 2.821,  6.385
-182.738, 67.021, 2.830,  6.418
-182.733, 66.927, 2.839,  6.451
-182.729, 66.832, 2.849,  6.484
-182.724, 66.737, 2.858,  6.517
-182.719, 66.642, 2.868,  6.550
-182.714, 66.546, 2.877,  6.583
-182.710, 66.450, 2.887,  6.616
-182.705, 66.354, 2.896,  6.649
-182.700, 66.257, 2.906,  6.682
-182.696, 66.160, 2.916,  6.715
-182.691, 66.063, 2.925,  6.748
-182.687, 65.965, 2.935,  6.781
-182.682, 65.867, 2.945,  6.814
-182.678, 65.769, 2.955,  6.847
-182.673, 65.670, 2.964,  6.880
-182.669, 65.571, 2.974,  6.913
-182.664, 65.472, 2.984,  6.946
-182.660, 65.372, 2.994,  6.979
-182.655, 65.272, 3.004,  7.012
-182.651, 65.172, 3.014,  7.045
-182.646, 65.071, 3.024,  7.078
-182.642, 64.970, 3.034,  7.111
-182.638, 64.869, 3.044,  7.144
-182.633, 64.767, 3.054,  7.177
-182.629, 64.665, 3.065,  7.210
-182.625, 64.563, 3.075,  7.243
-182.621, 64.460, 3.085,  7.276
-182.616, 64.357, 3.095,  7.309
-182.612, 64.254, 3.106,  7.342
-182.608, 64.150, 3.116,  7.375
-182.604, 64.046, 3.126,  7.408
-182.600, 63.942, 3.137,  7.441
-182.595, 63.837, 3.147,  7.474
-182.591, 63.732, 3.158,  7.507
-182.587, 63.627, 3.168,  7.540
-182.583, 63.521, 3.179,  7.573
-182.579, 63.415, 3.190,  7.606
-182.575, 63.308, 3.200,  7.639
-182.571, 63.201, 3.211,  7.672
-182.567, 63.094, 3.221,  7.705
-182.563, 62.986, 3.232,  7.738
-182.559, 62.879, 3.243,  7.771
-182.555, 62.770, 3.254,  7.804
-182.551, 62.662, 3.265,  7.837
-182.547, 62.553, 3.276,  7.870
-182.544, 62.443, 3.286,  7.903
-182.540, 62.333, 3.297,  7.936
-182.536, 62.223, 3.308,  7.969
-182.532, 62.113, 3.319,  8.002
-182.528, 62.002, 3.330,  8.035
-182.524, 61.891, 3.342,  8.068
-182.521, 61.779, 3.353,  8.101
-182.517, 61.667, 3.364,  8.134
-182.513, 61.555, 3.375,  8.167
-182.509, 61.442, 3.386,  8.200
-182.506, 61.329, 3.398,  8.233
-182.502, 61.215, 3.409,  8.266
-182.498, 61.101, 3.421,  8.299
-182.495, 60.987, 3.432,  8.332
-182.491, 60.873, 3.444,  8.365
-182.488, 60.758, 3.455,  8.398
-182.484, 60.642, 3.467,  8.431
-182.480, 60.526, 3.478,  8.464
-182.477, 60.410, 3.490,  8.497
-182.473, 60.294, 3.501,  8.530
-182.470, 60.177, 3.513,  8.563
-182.466, 60.059, 3.525,  8.596
-182.463, 59.942, 3.537,  8.629
-182.459, 59.823, 3.548,  8.662
-182.456, 59.705, 3.560,  8.695
-182.452, 59.586, 3.572,  8.728
-182.449, 59.467, 3.584,  8.761
-182.446, 59.347, 3.596,  8.794
-182.442, 59.227, 3.608,  8.827
-182.439, 59.106, 3.620,  8.860
-182.436, 58.985, 3.632,  8.893
-182.432, 58.864, 3.645,  8.926
-182.429, 58.742, 3.657,  8.959
-182.426, 58.620, 3.669,  8.992
-182.422, 58.497, 3.681,  9.025
-182.419, 58.374, 3.693,  9.058
-182.416, 58.251, 3.706,  9.091
-182.412, 58.127, 3.718,  9.124
-182.409, 58.003, 3.730,  9.157
-182.406, 57.879, 3.743,  9.190
-182.403, 57.753, 3.755,  9.223
-182.400, 57.628, 3.768,  9.256
-182.396, 57.502, 3.780,  9.289
-182.393, 57.376, 3.793,  9.322
-182.390, 57.249, 3.805,  9.355
-182.387, 57.122, 3.818,  9.388
-182.384, 56.994, 3.831,  9.421
-182.381, 56.867, 3.844,  9.454
-182.378, 56.738, 3.856,  9.487
-182.375, 56.609, 3.869,  9.520
-182.372, 56.480, 3.882,  9.553
-182.368, 56.350, 3.895,  9.586
-182.365, 56.220, 3.908,  9.619
-182.362, 56.090, 3.921,  9.652
-182.359, 55.959, 3.934,  9.685
-182.356, 55.827, 3.947,  9.718
-182.353, 55.695, 3.960,  9.751
-182.350, 55.563, 3.973,  9.784
-182.347, 55.430, 3.986,  9.817
-182.345, 55.297, 3.999,  9.850
-182.342, 55.164, 4.012,  9.883
-182.339, 55.030, 4.025,  9.916
-182.336, 54.895, 4.038,  9.949
-182.333, 54.760, 4.051,  9.982
-182.330, 54.625, 4.065, 10.015
-182.327, 54.489, 4.078, 10.048
-182.324, 54.353, 4.091, 10.081
-182.321, 54.216, 4.105, 10.114
-182.319, 54.079, 4.118, 10.147
-182.316, 53.941, 4.132, 10.180
-182.313, 53.803, 4.146, 10.213
-182.310, 53.665, 4.159, 10.246
-182.307, 53.526, 4.173, 10.279
-182.305, 53.386, 4.187, 10.312
-182.302, 53.246, 4.201, 10.345
-182.299, 53.106, 4.215, 10.378
-182.296, 52.965, 4.229, 10.411
-182.294, 52.824, 4.243, 10.444
-182.291, 52.682, 4.257, 10.477
-182.288, 52.540, 4.271, 10.510
-182.285, 52.397, 4.285, 10.543
-182.283, 52.254, 4.299, 10.576
-182.280, 52.111, 4.314, 10.609
-182.277, 51.966, 4.328, 10.642
-182.275, 51.822, 4.342, 10.675
-182.272, 51.677, 4.357, 10.708
-182.269, 51.531, 4.371, 10.741
-182.267, 51.385, 4.385, 10.774
-182.264, 51.239, 4.400, 10.807
-182.262, 51.092, 4.414, 10.840
-182.259, 50.944, 4.429, 10.873
-182.256, 50.796, 4.444, 10.906
-182.254, 50.648, 4.458, 10.939
-182.251, 50.499, 4.473, 10.972
-182.249, 50.349, 4.488, 11.005
-182.246, 50.199, 4.503, 11.038
-182.244, 50.049, 4.518, 11.071
-182.241, 49.898, 4.533, 11.104
-182.239, 49.746, 4.548, 11.137
-182.236, 49.594, 4.564, 11.170
-182.234, 49.442, 4.579, 11.203
-182.231, 49.289, 4.594, 11.236
-182.229, 49.135, 4.609, 11.269
-182.226, 48.981, 4.624, 11.302
-182.224, 48.827, 4.640, 11.335
-182.221, 48.672, 4.655, 11.368
-182.219, 48.516, 4.671, 11.401
-182.216, 48.360, 4.686, 11.434
-182.214, 48.204, 4.702, 11.467
-182.211, 48.047, 4.717, 11.500
-182.209, 47.889, 4.733, 11.533
-182.207, 47.731, 4.749, 11.566
-182.204, 47.572, 4.765, 11.599
-182.202, 47.413, 4.780, 11.632
-182.199, 47.253, 4.796, 11.665
-182.197, 47.093, 4.812, 11.698
-182.195, 46.932, 4.828, 11.731
-182.192, 46.771, 4.844, 11.764
-182.190, 46.609, 4.860, 11.797
-182.188, 46.447, 4.876, 11.830
-182.185, 46.284, 4.893, 11.863
-182.183, 46.120, 4.909, 11.896
-182.181, 45.956, 4.925, 11.929
-182.178, 45.791, 4.942, 11.962
-182.176, 45.626, 4.958, 11.995
-182.174, 45.461, 4.975, 12.028
-182.171, 45.294, 4.991, 12.061
-182.169, 45.128, 5.008, 12.094
-182.167, 44.960, 5.025, 12.127
-182.165, 44.792, 5.042, 12.160
-182.162, 44.624, 5.058, 12.193
-182.160, 44.455, 5.075, 12.226
-182.158, 44.285, 5.092, 12.259
-182.156, 44.115, 5.107, 12.292
-182.153, 43.945, 5.118, 12.325
-182.151, 43.774, 5.116, 12.358
-182.149, 43.604, 5.102, 12.391
-182.147, 43.435, 5.089, 12.424
-182.145, 43.265, 5.081, 12.457
-182.142, 43.096, 5.080, 12.490
-182.140, 42.927, 5.086, 12.523
-182.138, 42.757, 5.099, 12.556
-182.136, 42.586, 5.120, 12.589
-182.134, 42.415, 5.147, 12.622
-182.132, 42.242, 5.181, 12.655
-182.129, 42.069, 5.221, 12.688
-182.127, 41.893, 5.265, 12.721
-182.125, 41.716, 5.312, 12.754
-182.123, 41.538, 5.360, 12.787
-182.121, 41.357, 5.407, 12.820
-182.119, 41.176, 5.452, 12.853
-182.116, 40.993, 5.492, 12.886
-182.114, 40.809, 5.528, 12.919
-182.112, 40.624, 5.558, 12.952
-182.110, 40.438, 5.582, 12.985
-182.108, 40.251, 5.601, 13.018
-182.106, 40.064, 5.615, 13.051
-182.104, 39.877, 5.625, 13.084
-182.101, 39.690, 5.631, 13.117
-182.099, 39.502, 5.635, 13.150
-182.097, 39.314, 5.637, 13.183
-182.095, 39.126, 5.639, 13.216
-182.093, 38.939, 5.641, 13.249
-182.091, 38.751, 5.644, 13.282
-182.089, 38.563, 5.648, 13.315
-182.087, 38.374, 5.654, 13.348
-182.085, 38.186, 5.663, 13.381
-182.083, 37.996, 5.675, 13.414
-182.081, 37.807, 5.691, 13.447
-182.079, 37.617, 5.709, 13.480
-182.076, 37.426, 5.730, 13.513
-182.074, 37.234, 5.755, 13.546
-182.072, 37.041, 5.782, 13.579
-182.070, 36.848, 5.810, 13.612
-182.068, 36.653, 5.840, 13.645
-182.066, 36.458, 5.871, 13.678
-182.064, 36.261, 5.902, 13.711
-182.062, 36.063, 5.932, 13.744
-182.060, 35.865, 5.961, 13.777
-182.058, 35.665, 5.989, 13.810
-182.056, 35.465, 6.014, 13.843
-182.054, 35.264, 6.038, 13.876
-182.052, 35.062, 6.059, 13.909
-182.050, 34.859, 6.078, 13.942
-182.048, 34.656, 6.095, 13.975
-182.046, 34.453, 6.111, 14.008
-182.044, 34.249, 6.125, 14.041
-182.042, 34.044, 6.139, 14.074
-182.040, 33.839, 6.153, 14.107
-182.038, 33.634, 6.166, 14.140
-182.036, 33.428, 6.180, 14.173
-182.034, 33.222, 6.195, 14.206
-182.032, 33.015, 6.211, 14.239
-182.030, 32.807, 6.228, 14.272
-182.028, 32.599, 6.247, 14.305
-182.026, 32.390, 6.267, 14.338
-182.025, 32.181, 6.288, 14.371
-182.023, 31.970, 6.311, 14.404
-182.021, 31.759, 6.335, 14.437
-182.019, 31.548, 6.360, 14.470
-182.017, 31.335, 6.386, 14.503
-182.015, 31.121, 6.411, 14.536
-182.013, 30.907, 6.437, 14.569
-182.011, 30.691, 6.463, 14.602
-182.009, 30.475, 6.489, 14.635
-182.007, 30.258, 6.513, 14.668
-182.005, 30.040, 6.537, 14.701
-182.003, 29.822, 6.560, 14.734
-182.001, 29.603, 6.582, 14.767
-181.999, 29.383, 6.602, 14.800
-181.997, 29.162, 6.623, 14.833
-181.995, 28.941, 6.642, 14.866
-181.994, 28.719, 6.662, 14.899
-181.992, 28.496, 6.681, 14.932
-181.990, 28.273, 6.700, 14.965
-181.988, 28.049, 6.720, 14.998
-181.986, 27.825, 6.739, 15.031
-181.984, 27.599, 6.760, 15.064
-181.982, 27.374, 6.781, 15.097
-181.980, 27.147, 6.803, 15.130
-181.978, 26.920, 6.826, 15.163
-181.976, 26.691, 6.849, 15.196
-181.974, 26.462, 6.872, 15.229
-181.972, 26.233, 6.896, 15.262
-181.971, 26.002, 6.920, 15.295
-181.969, 25.771, 6.945, 15.328
-181.967, 25.539, 6.969, 15.361
-181.965, 25.306, 6.994, 15.394
-181.963, 25.072, 7.018, 15.427
-181.961, 24.837, 7.042, 15.460
-181.959, 24.602, 7.067, 15.493
-181.957, 24.366, 7.090, 15.526
-181.955, 24.129, 7.114, 15.559
-181.953, 23.891, 7.137, 15.592
-181.952, 23.652, 7.161, 15.625
-181.950, 23.413, 7.184, 15.658
-181.948, 23.173, 7.207, 15.691
-181.946, 22.932, 7.230, 15.724
-181.944, 22.690, 7.254, 15.757
-181.942, 22.448, 7.277, 15.790
-181.940, 22.205, 7.301, 15.823
-181.938, 21.961, 7.325, 15.856
-181.937, 21.716, 7.349, 15.889
-181.935, 21.470, 7.373, 15.922
-181.933, 21.224, 7.397, 15.955
-181.931, 20.977, 7.422, 15.988
-181.929, 20.729, 7.447, 16.021
-181.927, 20.480, 7.472, 16.054
-181.925, 20.230, 7.498, 16.087
-181.923, 19.980, 7.523, 16.120
-181.922, 19.728, 7.548, 16.153
-181.920, 19.476, 7.574, 16.186
-181.918, 19.223, 7.599, 16.219
-181.916, 18.969, 7.624, 16.252
-181.914, 18.714, 7.649, 16.285
-181.912, 18.458, 7.675, 16.318
-181.910, 18.202, 7.700, 16.351
-181.909, 17.945, 7.725, 16.384
-181.907, 17.687, 7.750, 16.417
-181.905, 17.428, 7.776, 16.450
-181.903, 17.168, 7.801, 16.483
-181.901, 16.907, 7.827, 16.516
-181.899, 16.646, 7.853, 16.549
-181.897, 16.383, 7.879, 16.582
-181.895, 16.120, 7.905, 16.615
-181.893, 15.856, 7.931, 16.648
-181.892, 15.591, 7.958, 16.681
-181.890, 15.325, 7.985, 16.714
-181.888, 15.058, 8.011, 16.747
-181.886, 14.790, 8.038, 16.780
-181.884, 14.522, 8.065, 16.813
-181.882, 14.252, 8.093, 16.846
-181.880, 13.982, 8.120, 16.879
-181.878, 13.710, 8.147, 16.912
-181.876, 13.438, 8.175, 16.945
-181.874, 13.165, 8.202, 16.978
-181.872, 12.891, 8.230, 17.011
-181.871, 12.616, 8.257, 17.044
-181.869, 12.340, 8.285, 17.077
-181.867, 12.063, 8.313, 17.110
-181.865, 11.785, 8.340, 17.143
-181.863, 11.506, 8.368, 17.176
-181.861, 11.227, 8.396, 17.209
-181.859, 10.946, 8.424, 17.242
-181.857, 10.665, 8.452, 17.275
-181.855, 10.382, 8.480, 17.308
-181.853, 10.099, 8.509, 17.341
-181.851, 9.814, 8.537, 17.374
-181.849, 9.529, 8.566, 17.407
-181.847, 9.243, 8.594, 17.440
-181.846, 8.956, 8.623, 17.473
-181.844, 8.668, 8.652, 17.506
-181.842, 8.378, 8.681, 17.539
-181.840, 8.088, 8.710, 17.572
-181.838, 7.797, 8.739, 17.605
-181.836, 7.505, 8.768, 17.638
-181.834, 7.212, 8.797, 17.671
-181.832, 6.918, 8.827, 17.704
-181.830, 6.623, 8.856, 17.737
-181.828, 6.327, 8.886, 17.770
-181.826, 6.030, 8.915, 17.803
-181.824, 5.733, 8.945, 17.836
-181.822, 5.434, 8.975, 17.869
-181.820, 5.134, 9.005, 17.902
-181.818, 4.833, 9.035, 17.935
-181.816, 4.531, 9.065, 17.968
-181.814, 4.228, 9.096, 18.001
-181.812, 3.924, 9.126, 18.034
-181.810, 3.619, 9.156, 18.067
-181.808, 3.313, 9.187, 18.100
-181.806, 3.006, 9.218, 18.133
-181.804, 2.698, 9.249, 18.166
-181.802, 2.389, 9.280, 18.199
-181.800, 2.079, 9.311, 18.232
-181.798, 1.768, 9.342, 18.265
-181.796, 1.455, 9.373, 18.298
-181.794, 1.142, 9.404, 18.331
-181.792, 0.828, 9.436, 18.364
-181.790, 0.513, 9.467, 18.397
-181.788, 0.196, 9.499, 18.430
-181.786, -0.121, 9.531, 18.463
-181.784, -0.440, 9.563, 18.496
-181.782, -0.759, 9.595, 18.529
-181.780, -1.080, 9.627, 18.562
-181.777, -1.402, 9.659, 18.595
-181.775, -1.724, 9.691, 18.628
-181.773, -2.048, 9.724, 18.661
-181.771, -2.373, 9.756, 18.694
-181.769, -2.699, 9.789, 18.727
-181.767, -3.026, 9.822, 18.760
-181.765, -3.355, 9.854, 18.793
-181.763, -3.684, 9.887, 18.826
-181.761, -4.014, 9.920, 18.859
-181.759, -4.346, 9.954, 18.892
-181.757, -4.678, 9.987, 18.925
-181.754, -5.012, 10.020, 18.958
-181.752, -5.347, 10.054, 18.991
-181.750, -5.683, 10.087, 19.024
-181.748, -6.020, 10.121, 19.057
-181.746, -6.358, 10.155, 19.090
-181.744, -6.698, 10.189, 19.123
-181.742, -7.038, 10.223, 19.156
-181.739, -7.380, 10.257, 19.189
-181.737, -7.722, 10.291, 19.222
-181.735, -8.066, 10.326, 19.255
-181.733, -8.411, 10.360, 19.288
-181.731, -8.758, 10.395, 19.321
-181.728, -9.105, 10.429, 19.354
-181.726, -9.454, 10.464, 19.387
-181.724, -9.803, 10.499, 19.420
-181.722, -10.154, 10.534, 19.453
-181.720, -10.506, 10.570, 19.486
-181.717, -10.859, 10.605, 19.519
-181.715, -11.214, 10.641, 19.552
-181.713, -11.569, 10.676, 19.585
-181.711, -11.926, 10.712, 19.618
-181.708, -12.284, 10.748, 19.651
-181.706, -12.643, 10.784, 19.684
-181.704, -13.004, 10.820, 19.717
-181.701, -13.365, 10.856, 19.750
-181.699, -13.728, 10.892, 19.783
-181.697, -14.092, 10.929, 19.816
-181.695, -14.457, 10.965, 19.849
-181.692, -14.824, 11.002, 19.882
-181.690, -15.191, 11.038, 19.915
-181.688, -15.560, 11.075, 19.948
-181.685, -15.930, 11.112, 19.981
-181.683, -16.302, 11.149, 20.014
-181.681, -16.674, 11.187, 20.047
-181.678, -17.048, 11.224, 20.080
-181.676, -17.423, 11.262, 20.113
-181.673, -17.799, 11.299, 20.146
-181.671, -18.177, 11.337, 20.179
-181.669, -18.556, 11.375, 20.212
-181.666, -18.936, 11.413, 20.245
-181.664, -19.317, 11.451, 20.278
-181.661, -19.700, 11.490, 20.311
-181.659, -20.084, 11.528, 20.344
-181.656, -20.469, 11.567, 20.377
-181.654, -20.856, 11.606, 20.410
-181.652, -21.244, 11.645, 20.443
-181.649, -21.633, 11.685, 20.476
-181.647, -22.023, 11.724, 20.509
-181.644, -22.415, 11.764, 20.542
-181.642, -22.808, 11.804, 20.575
-181.639, -23.203, 11.844, 20.608
-181.637, -23.599, 11.884, 20.641
-181.634, -23.996, 11.924, 20.674
-181.631, -24.394, 11.964, 20.707
-181.629, -24.794, 12.004, 20.740
-181.626, -25.195, 12.044, 20.773
-181.624, -25.598, 12.085, 20.806
-181.621, -26.002, 12.125, 20.839
-181.619, -26.407, 12.166, 20.872
-181.616, -26.813, 12.207, 20.905
-181.613, -27.221, 12.247, 20.938
-181.611, -27.630, 12.288, 20.971
-181.608, -28.041, 12.329, 21.004
-181.605, -28.453, 12.370, 21.037
-181.603, -28.867, 12.412, 21.070
-181.600, -29.281, 12.453, 21.103
-181.597, -29.697, 12.495, 21.136
-181.595, -30.115, 12.537, 21.169
-181.592, -30.534, 12.579, 21.202
-181.589, -30.954, 12.621, 21.235
-181.587, -31.376, 12.663, 21.268
-181.584, -31.799, 12.706, 21.301
-181.581, -32.224, 12.749, 21.334
-181.578, -32.650, 12.792, 21.367
-181.575, -33.077, 12.835, 21.400
-181.573, -33.506, 12.878, 21.433
-181.570, -33.937, 12.921, 21.466
-181.567, -34.369, 12.965, 21.499
-181.564, -34.802, 13.008, 21.532
-181.561, -35.236, 13.052, 21.565
-181.558, -35.673, 13.096, 21.598
-181.556, -36.110, 13.139, 21.631
-181.553, -36.549, 13.183, 21.664
-181.550, -36.990, 13.228, 21.697
-181.547, -37.432, 13.272, 21.730
-181.544, -37.875, 13.316, 21.763
-181.541, -38.320, 13.361, 21.796
-181.538, -38.767, 13.405, 21.829
-181.535, -39.215, 13.450, 21.862
-181.532, -39.664, 13.495, 21.895
-181.529, -40.115, 13.540, 21.928
-181.526, -40.568, 13.585, 21.961
-181.523, -41.022, 13.631, 21.994
-181.520, -41.477, 13.676, 22.027
-181.517, -41.934, 13.722, 22.060
-181.514, -42.393, 13.768, 22.093
-181.511, -42.853, 13.814, 22.126
-181.508, -43.315, 13.860, 22.159
-181.505, -43.778, 13.907, 22.192
-181.502, -44.243, 13.953, 22.225
-181.498, -44.709, 14.000, 22.258
-181.495, -45.177, 14.047, 22.291
-181.492, -45.646, 14.094, 22.324
-181.489, -46.117, 14.141, 22.357
-181.486, -46.590, 14.189, 22.390
-181.483, -47.064, 14.236, 22.423
-181.479, -47.540, 14.284, 22.456
-181.476, -48.017, 14.332, 22.489
-181.473, -48.496, 14.380, 22.522
-181.470, -48.976, 14.428, 22.555
-181.466, -49.459, 14.476, 22.588
-181.463, -49.942, 14.524, 22.621
-181.460, -50.428, 14.573, 22.654
-181.456, -50.915, 14.622, 22.687
-181.453, -51.403, 14.671, 22.720
-181.450, -51.894, 14.720, 22.753
-181.446, -52.386, 14.769, 22.786
-181.443, -52.879, 14.819, 22.819
-181.439, -53.374, 14.868, 22.852
-181.436, -53.871, 14.918, 22.885
-181.432, -54.370, 14.968, 22.918
-181.429, -54.870, 15.018, 22.951
-181.425, -55.372, 15.068, 22.984
-181.422, -55.875, 15.118, 23.017
-181.418, -56.381, 15.169, 23.050
